placeDcid,placeName,Date:Mean_Temperature,Value:Mean_Temperature,Source:Mean_Temperature
wikidataId/Q848613,Islamabad Capital Territory,2019-09,27.8581,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-10,21.6896,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-11,15.4234,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2019-12,9.91158,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2020-01,9.21779,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2020-02,13.3295,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2020-03,15.7465,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2020-04,20.6984,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2020-05,25.4758,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
wikidataId/Q848613,Islamabad Capital Territory,2020-06,28.7618,https://cds.climate.copernicus.eu/cdsapp#!/dataset/reanalysis-era5-single-levels
